UserID,Full_Name,Gender,Race,Age,Age_Group,Age_Category,Email,Social_Media_Handle,Province,Channel2,RecordDate2,Duration2,Hours,Minutes,Seconds,Record_Date,Record_Time,Month_Name,DayOfWeek,Day_Type,Time_Category,Activity_Status
939702,Cody Sytsma,male,None,37,Adult,35–44,Cody124@abcmailcom,@Cody12,Western Cape,Boomerang,2016/03/04 19:02,2025-09-15 00:07:46,0,7,46,2016-03-04,2025-09-21 19:02:00,March,Friday,Weekday,Evening,Active
865408,Cory Shkreli,male,black,37,Adult,35–44,Cory101@yahoocom,@Cory10,North West,SuperSport Blitz,2016/03/16 17:59,2025-09-15 00:00:40,0,0,40,2016-03-16,2025-09-21 17:59:00,March,Wednesday,Weekday,Evening,Active
866251,Filiberto Mina,male,black,30,Young Adult,25–34,Filiberto41@yahoocom,@Filiberto4,Gauteng,Trace TV,2016/03/03 18:32,2025-09-15 00:28:42,0,28,42,2016-03-03,2025-09-21 18:32:00,March,Thursday,Weekday,Evening,Active
788751,Cody Jacox,male,coloured,26,Young Adult,25–34,Cody124@abcmailcom,@Cody12,Western Cape,SuperSport Blitz,2016/02/01 21:35,2025-09-15 00:04:20,0,4,20,2016-02-01,2025-09-21 21:35:00,February,Monday,Weekday,Night,Active
2360384,Robby Curran,male,black,37,Adult,35–44,Robby164@abcmailcom,@Robby16,Mpumalanga,Boomerang,2016/02/08 12:09,2025-09-15 00:04:44,0,4,44,2016-02-08,2025-09-21 12:09:00,February,Monday,Weekday,Afternoon,Active
939717,Donald Mina,male,indian_asian,27,Young Adult,25–34,Donald221@yahoocom,@Donald22,Gauteng,E! Entertainment,2016/03/30 08:10,2025-09-15 00:00:46,0,0,46,2016-03-30,2025-09-21 08:10:00,March,Wednesday,Weekday,Morning,Active
939717,Donald Mina,male,indian_asian,27,Young Adult,25–34,Donald221@yahoocom,@Donald22,Gauteng,Trace TV,2016/03/29 20:22,2025-09-15 00:02:06,0,2,6,2016-03-29,2025-09-21 20:22:00,March,Tuesday,Weekday,Evening,Active
866270,Jared Caves,male,indian_asian,32,Young Adult,25–34,Jared502@gmailcom,@Jared50,Gauteng,ICC Cricket World Cup 2011,2016/03/13 12:07,2025-09-15 00:59:14,0,59,14,2016-03-13,2025-09-21 12:07:00,March,Sunday,Weekend,Afternoon,Active
866270,Jared Caves,male,indian_asian,32,Young Adult,25–34,Jared502@gmailcom,@Jared50,Gauteng,Cartoon Network,2016/03/19 09:27,2025-09-15 00:20:19,0,20,19,2016-03-19,2025-09-21 09:27:00,March,Saturday,Weekend,Morning,Active
817331,Stefan Sieren,male,black,16,Teen,Under 18,Stefan464@abcmailcom,@Stefan46,Gauteng,Channel O,2016/02/25 12:36,2025-09-15 00:16:00,0,16,0,2016-02-25,2025-09-21 12:36:00,February,Thursday,Weekday,Afternoon,Active
820491,Cory Biggers,male,black,48,Adult,45–54,Cory103@mailcom,@Cory10,Gauteng,Supersport Live Events,2016/03/01 04:12,2025-09-15 00:00:28,0,0,28,2016-03-01,2025-09-21 04:12:00,March,Tuesday,Weekday,Night,Active
830923,Lloyd Tancredi,male,coloured,31,Young Adult,25–34,Lloyd74@abcmailcom,@Lloyd7,Western Cape,Trace TV,2016/03/03 09:16,2025-09-15 00:29:12,0,29,12,2016-03-03,2025-09-21 09:16:00,March,Thursday,Weekday,Morning,Active
830923,Lloyd Tancredi,male,coloured,31,Young Adult,25–34,Lloyd74@abcmailcom,@Lloyd7,Western Cape,E! Entertainment,2016/03/03 15:09,2025-09-15 00:00:54,0,0,54,2016-03-03,2025-09-21 15:09:00,March,Thursday,Weekday,Afternoon,Active
830923,Lloyd Tancredi,male,coloured,31,Young Adult,25–34,Lloyd74@abcmailcom,@Lloyd7,Western Cape,Trace TV,2016/03/04 12:30,2025-09-15 00:13:21,0,13,21,2016-03-04,2025-09-21 12:30:00,March,Friday,Weekday,Afternoon,Active
809083,Randy Deblois,male,black,40,Adult,35–44,Randy392@gmailcom,@Randy39,Gauteng,SuperSport Blitz,2016/02/25 12:46,2025-09-15 00:18:40,0,18,40,2016-02-25,2025-09-21 12:46:00,February,Thursday,Weekday,Afternoon,Active
809083,Randy Deblois,male,black,40,Adult,35–44,Randy392@gmailcom,@Randy39,Gauteng,SawSee,2016/02/22 23:29,2025-09-15 00:01:44,0,1,44,2016-02-22,2025-09-21 23:29:00,February,Monday,Weekday,Night,Active
866315,Loyd Vital,male,black,35,Adult,35–44,Loyd495@mailxyzcom,@Loyd49,Gauteng,Trace TV,2016/03/19 18:14,2025-09-15 00:00:33,0,0,33,2016-03-19,2025-09-21 18:14:00,March,Saturday,Weekend,Evening,Active
371772,Nubia Sytsma,female,indian_asian,9,Child,Under 18,Nubia45@mailxyzcom,@Nubia4,Eastern Cape,Boomerang,2016/01/02 12:47,2025-09-15 00:05:59,0,5,59,2016-01-02,2025-09-21 12:47:00,January,Saturday,Weekend,Afternoon,Active
371772,Nubia Sytsma,female,indian_asian,9,Child,Under 18,Nubia45@mailxyzcom,@Nubia4,Eastern Cape,Channel O,2016/01/09 15:38,2025-09-15 00:00:00,0,0,0,2016-01-09,2025-09-21 15:38:00,January,Saturday,Weekend,Afternoon,Active
190586,None None,None,None,0,Child,Under 18,Lesli111@yahoocom,None,None,Boomerang,2016/01/17 17:07,2025-09-15 00:00:17,0,0,17,2016-01-17,2025-09-21 17:07:00,January,Sunday,Weekend,Evening,Active
809123,Royal Mina,male,black,50,Adult,45–54,Royal171@yahoocom,@Royal17,Gauteng,CNN,2016/02/03 20:19,2025-09-15 00:01:00,0,1,0,2016-02-03,2025-09-21 20:19:00,February,Wednesday,Weekday,Evening,Active
820566,Mellie Creager,female,black,27,Young Adult,25–34,Mellie261@yahoocom,@Mellie26,Gauteng,Supersport Live Events,2016/02/26 13:17,2025-09-15 00:00:44,0,0,44,2016-02-26,2025-09-21 13:17:00,February,Friday,Weekday,Afternoon,Active
820566,Mellie Creager,female,black,27,Young Adult,25–34,Mellie261@yahoocom,@Mellie26,Gauteng,CNN,2016/02/25 18:50,2025-09-15 00:02:31,0,2,31,2016-02-25,2025-09-21 18:50:00,February,Thursday,Weekday,Evening,Active
820566,Mellie Creager,female,black,27,Young Adult,25–34,Mellie261@yahoocom,@Mellie26,Gauteng,DStv Events 1,2016/02/24 19:18,2025-09-15 00:01:20,0,1,20,2016-02-24,2025-09-21 19:18:00,February,Wednesday,Weekday,Evening,Active
809128,Charlie Mastrangelo,male,black,18,Young Adult,18–24,Charlie365@mailxyzcom,@Charlie36,Gauteng,Trace TV,2016/02/18 21:16,2025-09-15 00:02:42,0,2,42,2016-02-18,2025-09-21 21:16:00,February,Thursday,Weekday,Night,Active
809128,Charlie Mastrangelo,male,black,18,Young Adult,18–24,Charlie365@mailxyzcom,@Charlie36,Gauteng,Channel O,2016/02/18 21:24,2025-09-15 00:00:00,0,0,0,2016-02-18,2025-09-21 21:24:00,February,Thursday,Weekday,Night,Active
809128,Charlie Mastrangelo,male,black,18,Young Adult,18–24,Charlie365@mailxyzcom,@Charlie36,Gauteng,Supersport Live Events,2016/01/13 12:43,2025-09-15 00:02:34,0,2,34,2016-01-13,2025-09-21 12:43:00,January,Wednesday,Weekday,Afternoon,Active
809128,Charlie Mastrangelo,male,black,18,Young Adult,18–24,Charlie365@mailxyzcom,@Charlie36,Gauteng,Trace TV,2016/01/17 05:02,2025-09-15 00:01:12,0,1,12,2016-01-17,2025-09-21 05:02:00,January,Sunday,Weekend,Morning,Active
809128,Charlie Mastrangelo,male,black,18,Young Adult,18–24,Charlie365@mailxyzcom,@Charlie36,Gauteng,Trace TV,2016/01/16 09:35,2025-09-15 00:02:33,0,2,33,2016-01-16,2025-09-21 09:35:00,January,Saturday,Weekend,Morning,Active
809128,Charlie Mastrangelo,male,black,18,Young Adult,18–24,Charlie365@mailxyzcom,@Charlie36,Gauteng,Africa Magic,2016/01/12 15:12,2025-09-15 00:03:52,0,3,52,2016-01-12,2025-09-21 15:12:00,January,Tuesday,Weekday,Afternoon,Active
809128,Charlie Mastrangelo,male,black,18,Young Adult,18–24,Charlie365@mailxyzcom,@Charlie36,Gauteng,E! Entertainment,2016/01/12 18:44,2025-09-15 00:01:22,0,1,22,2016-01-12,2025-09-21 18:44:00,January,Tuesday,Weekday,Evening,Active
809128,Charlie Mastrangelo,male,black,18,Young Adult,18–24,Charlie365@mailxyzcom,@Charlie36,Gauteng,Cartoon Network,2016/01/12 17:58,2025-09-15 00:00:33,0,0,33,2016-01-12,2025-09-21 17:58:00,January,Tuesday,Weekday,Evening,Active
809128,Charlie Mastrangelo,male,black,18,Young Adult,18–24,Charlie365@mailxyzcom,@Charlie36,Gauteng,Africa Magic,2016/01/14 14:58,2025-09-15 00:30:06,0,30,6,2016-01-14,2025-09-21 14:58:00,January,Thursday,Weekday,Afternoon,Active
809128,Charlie Mastrangelo,male,black,18,Young Adult,18–24,Charlie365@mailxyzcom,@Charlie36,Gauteng,Trace TV,2016/03/27 20:20,2025-09-15 00:05:33,0,5,33,2016-03-27,2025-09-21 20:20:00,March,Sunday,Weekend,Evening,Active
809128,Charlie Mastrangelo,male,black,18,Young Adult,18–24,Charlie365@mailxyzcom,@Charlie36,Gauteng,Trace TV,2016/03/26 09:21,2025-09-15 00:26:18,0,26,18,2016-03-26,2025-09-21 09:21:00,March,Saturday,Weekend,Morning,Active
2091688,Irving Paradis,male,black,34,Young Adult,25–34,Irving51@yahoocom,@Irving5,Gauteng,Boomerang,2016/02/13 16:18,2025-09-15 00:00:44,0,0,44,2016-02-13,2025-09-21 16:18:00,February,Saturday,Weekend,Afternoon,Active
764531,Emerson Caves,male,coloured,46,Adult,45–54,Emerson245@mailxyzcom,@Emerson24,Limpopo,Supersport Live Events,2016/01/19 19:20,2025-09-15 00:00:50,0,0,50,2016-01-19,2025-09-21 19:20:00,January,Tuesday,Weekday,Evening,Active
764531,Emerson Caves,male,coloured,46,Adult,45–54,Emerson245@mailxyzcom,@Emerson24,Limpopo,E! Entertainment,2016/01/19 06:38,2025-09-15 00:18:46,0,18,46,2016-01-19,2025-09-21 06:38:00,January,Tuesday,Weekday,Morning,Active
2414971,Hugh Luthy,male,white,32,Young Adult,25–34,Hugh15@mailxyzcom,@Hugh1,Gauteng,Boomerang,2016/01/27 23:07,2025-09-15 00:00:23,0,0,23,2016-01-27,2025-09-21 23:07:00,January,Wednesday,Weekday,Night,Active
2414971,Hugh Luthy,male,white,32,Young Adult,25–34,Hugh15@mailxyzcom,@Hugh1,Gauteng,Boomerang,2016/01/27 10:52,2025-09-15 00:00:10,0,0,10,2016-01-27,2025-09-21 10:52:00,January,Wednesday,Weekday,Morning,Active
2414971,Hugh Luthy,male,white,32,Young Adult,25–34,Hugh15@mailxyzcom,@Hugh1,Gauteng,Supersport Live Events,2016/01/25 08:54,2025-09-15 00:01:02,0,1,2,2016-01-25,2025-09-21 08:54:00,January,Monday,Weekday,Morning,Active
2414971,Hugh Luthy,male,white,32,Young Adult,25–34,Hugh15@mailxyzcom,@Hugh1,Gauteng,Trace TV,2016/01/25 10:46,2025-09-15 00:00:30,0,0,30,2016-01-25,2025-09-21 10:46:00,January,Monday,Weekday,Morning,Active
2414971,Hugh Luthy,male,white,32,Young Adult,25–34,Hugh15@mailxyzcom,@Hugh1,Gauteng,E! Entertainment,2016/01/26 07:23,2025-09-15 00:00:22,0,0,22,2016-01-26,2025-09-21 07:23:00,January,Tuesday,Weekday,Morning,Active
2414971,Hugh Luthy,male,white,32,Young Adult,25–34,Hugh15@mailxyzcom,@Hugh1,Gauteng,DStv Events 1,2016/01/24 05:43,2025-09-15 00:03:05,0,3,5,2016-01-24,2025-09-21 05:43:00,January,Sunday,Weekend,Morning,Active
2414971,Hugh Luthy,male,white,32,Young Adult,25–34,Hugh15@mailxyzcom,@Hugh1,Gauteng,SuperSport Blitz,2016/01/26 15:26,2025-09-15 00:00:30,0,0,30,2016-01-26,2025-09-21 15:26:00,January,Tuesday,Weekday,Afternoon,Active
2414971,Hugh Luthy,male,white,32,Young Adult,25–34,Hugh15@mailxyzcom,@Hugh1,Gauteng,E! Entertainment,2016/01/23 13:40,2025-09-15 00:00:30,0,0,30,2016-01-23,2025-09-21 13:40:00,January,Saturday,Weekend,Afternoon,Active
2414971,Hugh Luthy,male,white,32,Young Adult,25–34,Hugh15@mailxyzcom,@Hugh1,Gauteng,Supersport Live Events,2016/01/22 22:56,2025-09-15 00:00:00,0,0,0,2016-01-22,2025-09-21 22:56:00,January,Friday,Weekday,Night,Active
2414971,Hugh Luthy,male,white,32,Young Adult,25–34,Hugh15@mailxyzcom,@Hugh1,Gauteng,Africa Magic,2016/01/22 13:51,2025-09-15 00:00:07,0,0,7,2016-01-22,2025-09-21 13:51:00,January,Friday,Weekday,Afternoon,Active
2414971,Hugh Luthy,male,white,32,Young Adult,25–34,Hugh15@mailxyzcom,@Hugh1,Gauteng,Trace TV,2016/01/30 14:50,2025-09-15 00:00:33,0,0,33,2016-01-30,2025-09-21 14:50:00,January,Saturday,Weekend,Afternoon,Active
2414971,Hugh Luthy,male,white,32,Young Adult,25–34,Hugh15@mailxyzcom,@Hugh1,Gauteng,Supersport Live Events,2016/01/26 12:56,2025-09-15 00:00:20,0,0,20,2016-01-26,2025-09-21 12:56:00,January,Tuesday,Weekday,Afternoon,Active
2414971,Hugh Luthy,male,white,32,Young Adult,25–34,Hugh15@mailxyzcom,@Hugh1,Gauteng,SuperSport Blitz,2016/02/01 17:54,2025-09-15 00:00:28,0,0,28,2016-02-01,2025-09-21 17:54:00,February,Monday,Weekday,Evening,Active
2414971,Hugh Luthy,male,white,32,Young Adult,25–34,Hugh15@mailxyzcom,@Hugh1,Gauteng,Cartoon Network,2016/02/03 12:24,2025-09-15 00:00:08,0,0,8,2016-02-03,2025-09-21 12:24:00,February,Wednesday,Weekday,Afternoon,Active
2414971,Hugh Luthy,male,white,32,Young Adult,25–34,Hugh15@mailxyzcom,@Hugh1,Gauteng,Africa Magic,2016/02/03 18:24,2025-09-15 00:00:07,0,0,7,2016-02-03,2025-09-21 18:24:00,February,Wednesday,Weekday,Evening,Active
820601,Stacy Pool,male,indian_asian,35,Adult,35–44,Stacy271@yahoocom,@Stacy27,Kwazulu Natal,SawSee,2016/02/25 19:04,2025-09-15 00:00:26,0,0,26,2016-02-25,2025-09-21 19:04:00,February,Thursday,Weekday,Evening,Active
820601,Stacy Pool,male,indian_asian,35,Adult,35–44,Stacy271@yahoocom,@Stacy27,Kwazulu Natal,Supersport Live Events,2016/02/25 17:43,2025-09-15 00:00:00,0,0,0,2016-02-25,2025-09-21 17:43:00,February,Thursday,Weekday,Evening,Active
820601,Stacy Pool,male,indian_asian,35,Adult,35–44,Stacy271@yahoocom,@Stacy27,Kwazulu Natal,ICC Cricket World Cup 2011,2016/03/23 08:19,2025-09-15 00:05:04,0,5,4,2016-03-23,2025-09-21 08:19:00,March,Wednesday,Weekday,Morning,Active
773728,Dee Luthy,male,None,36,Adult,35–44,Dee213@mailcom,@Dee21,Gauteng,Boomerang,2016/02/06 16:28,2025-09-15 00:00:23,0,0,23,2016-02-06,2025-09-21 16:28:00,February,Saturday,Weekend,Afternoon,Active
585831,Lillian Borelli,female,white,33,Young Adult,25–34,Lillian221@yahoocom,@Lillian22,Gauteng,Boomerang,2016/01/02 09:43,2025-09-15 00:01:39,0,1,39,2016-01-02,2025-09-21 09:43:00,January,Saturday,Weekend,Morning,Active
608113,Loyd Restivo,male,black,25,Young Adult,25–34,Loyd493@mailcom,@Loyd49,Gauteng,Cartoon Network,2016/01/08 20:35,2025-09-15 00:00:00,0,0,0,2016-01-08,2025-09-21 20:35:00,January,Friday,Weekday,Evening,Active
809183,Claud Marek,male,black,44,Adult,35–44,Claud343@mailcom,@Claud34,Gauteng,Live on SuperSport,2016/02/08 21:32,2025-09-15 00:03:30,0,3,30,2016-02-08,2025-09-21 21:32:00,February,Monday,Weekday,Night,Active
791497,Claud Langenfeld,male,black,34,Young Adult,25–34,Claud341@yahoocom,@Claud34,Mpumalanga,M-Net,2016/01/19 18:21,2025-09-15 00:00:57,0,0,57,2016-01-19,2025-09-21 18:21:00,January,Tuesday,Weekday,Evening,Active
791497,Claud Langenfeld,male,black,34,Young Adult,25–34,Claud341@yahoocom,@Claud34,Mpumalanga,Cartoon Network,2016/01/14 21:50,2025-09-15 00:00:02,0,0,2,2016-01-14,2025-09-21 21:50:00,January,Thursday,Weekday,Night,Active
926319,Wilton Mina,male,None,28,Young Adult,25–34,Wilton414@abcmailcom,@Wilton41,Limpopo,ICC Cricket World Cup 2011,2016/03/30 13:35,2025-09-15 00:08:52,0,8,52,2016-03-30,2025-09-21 13:35:00,March,Wednesday,Weekday,Afternoon,Active
926319,Wilton Mina,male,None,28,Young Adult,25–34,Wilton414@abcmailcom,@Wilton41,Limpopo,Africa Magic,2016/03/30 19:52,2025-09-15 00:00:19,0,0,19,2016-03-30,2025-09-21 19:52:00,March,Wednesday,Weekday,Evening,Active
2059372,Stefan Luthy,male,black,33,Young Adult,25–34,Stefan461@yahoocom,@Stefan46,Gauteng,Trace TV,2016/01/19 16:26,2025-09-15 00:00:00,0,0,0,2016-01-19,2025-09-21 16:26:00,January,Tuesday,Weekday,Afternoon,Active
615122,Loyd Tatham,male,black,24,Young Adult,18–24,Loyd495@mailxyzcom,@Loyd49,Mpumalanga,Supersport Live Events,2016/01/10 14:01,2025-09-15 00:00:40,0,0,40,2016-01-10,2025-09-21 14:01:00,January,Sunday,Weekend,Afternoon,Active
830980,Jared Zweifel,male,indian_asian,42,Adult,35–44,Jared502@gmailcom,@Jared50,Kwazulu Natal,Channel O,2016/03/02 21:49,2025-09-15 00:01:12,0,1,12,2016-03-02,2025-09-21 21:49:00,March,Wednesday,Weekday,Night,Active
830980,Jared Zweifel,male,indian_asian,42,Adult,35–44,Jared502@gmailcom,@Jared50,Kwazulu Natal,ICC Cricket World Cup 2011,2016/03/18 09:46,2025-09-15 00:32:46,0,32,46,2016-03-18,2025-09-21 09:46:00,March,Friday,Weekday,Morning,Active
830980,Jared Zweifel,male,indian_asian,42,Adult,35–44,Jared502@gmailcom,@Jared50,Kwazulu Natal,SuperSport Blitz,2016/03/04 13:22,2025-09-15 00:16:50,0,16,50,2016-03-04,2025-09-21 13:22:00,March,Friday,Weekday,Afternoon,Active
830980,Jared Zweifel,male,indian_asian,42,Adult,35–44,Jared502@gmailcom,@Jared50,Kwazulu Natal,E! Entertainment,2016/03/04 11:46,2025-09-15 00:00:44,0,0,44,2016-03-04,2025-09-21 11:46:00,March,Friday,Weekday,Morning,Active
830980,Jared Zweifel,male,indian_asian,42,Adult,35–44,Jared502@gmailcom,@Jared50,Kwazulu Natal,Channel O,2016/03/05 07:25,2025-09-15 00:03:42,0,3,42,2016-03-05,2025-09-21 07:25:00,March,Saturday,Weekend,Morning,Active
830980,Jared Zweifel,male,indian_asian,42,Adult,35–44,Jared502@gmailcom,@Jared50,Kwazulu Natal,Africa Magic,2016/03/06 21:45,2025-09-15 00:00:04,0,0,4,2016-03-06,2025-09-21 21:45:00,March,Sunday,Weekend,Night,Active
830980,Jared Zweifel,male,indian_asian,42,Adult,35–44,Jared502@gmailcom,@Jared50,Kwazulu Natal,Boomerang,2016/03/06 18:12,2025-09-15 00:03:07,0,3,7,2016-03-06,2025-09-21 18:12:00,March,Sunday,Weekend,Evening,Active
830980,Jared Zweifel,male,indian_asian,42,Adult,35–44,Jared502@gmailcom,@Jared50,Kwazulu Natal,ICC Cricket World Cup 2011,2016/03/07 13:18,2025-09-15 00:05:24,0,5,24,2016-03-07,2025-09-21 13:18:00,March,Monday,Weekday,Afternoon,Active
830980,Jared Zweifel,male,indian_asian,42,Adult,35–44,Jared502@gmailcom,@Jared50,Kwazulu Natal,ICC Cricket World Cup 2011,2016/03/25 14:05,2025-09-15 00:01:48,0,1,48,2016-03-25,2025-09-21 14:05:00,March,Friday,Weekday,Afternoon,Active
2285956,Wilburn Mosser,male,black,40,Adult,35–44,Wilburn304@abcmailcom,@Wilburn30,Limpopo,Channel O,2016/03/04 05:53,2025-09-15 00:00:09,0,0,9,2016-03-04,2025-09-21 05:53:00,March,Friday,Weekday,Morning,Active
2285956,Wilburn Mosser,male,black,40,Adult,35–44,Wilburn304@abcmailcom,@Wilburn30,Limpopo,Channel O,2016/03/20 16:44,2025-09-15 00:19:27,0,19,27,2016-03-20,2025-09-21 16:44:00,March,Sunday,Weekend,Afternoon,Active
2285956,Wilburn Mosser,male,black,40,Adult,35–44,Wilburn304@abcmailcom,@Wilburn30,Limpopo,Channel O,2016/03/07 11:11,2025-09-15 00:06:54,0,6,54,2016-03-07,2025-09-21 11:11:00,March,Monday,Weekday,Morning,Active
159156,None None,None,None,0,Child,Under 18,Zetta73@mailcom,None,None,Cartoon Network,2016/03/06 10:17,2025-09-15 00:00:21,0,0,21,2016-03-06,2025-09-21 10:17:00,March,Sunday,Weekend,Morning,Active
820685,Claud Deblois,male,indian_asian,26,Young Adult,25–34,Claud345@mailxyzcom,@Claud34,Limpopo,ICC Cricket World Cup 2011,2016/02/26 17:08,2025-09-15 00:00:46,0,0,46,2016-02-26,2025-09-21 17:08:00,February,Friday,Weekday,Evening,Active
820685,Claud Deblois,male,indian_asian,26,Young Adult,25–34,Claud345@mailxyzcom,@Claud34,Limpopo,MK,2016/03/02 05:13,2025-09-15 00:00:20,0,0,20,2016-03-02,2025-09-21 05:13:00,March,Wednesday,Weekday,Morning,Active
820685,Claud Deblois,male,indian_asian,26,Young Adult,25–34,Claud345@mailxyzcom,@Claud34,Limpopo,ICC Cricket World Cup 2011,2016/02/27 08:16,2025-09-15 00:00:52,0,0,52,2016-02-27,2025-09-21 08:16:00,February,Saturday,Weekend,Morning,Active
820685,Claud Deblois,male,indian_asian,26,Young Adult,25–34,Claud345@mailxyzcom,@Claud34,Limpopo,ICC Cricket World Cup 2011,2016/02/28 16:38,2025-09-15 00:04:26,0,4,26,2016-02-28,2025-09-21 16:38:00,February,Sunday,Weekend,Afternoon,Active
832021,Katharina Condie,female,black,32,Young Adult,25–34,Katharina12@gmailcom,@Katharina1,Gauteng,Africa Magic,2016/03/11 10:25,2025-09-15 00:01:54,0,1,54,2016-03-11,2025-09-21 10:25:00,March,Friday,Weekday,Morning,Active
832021,Katharina Condie,female,black,32,Young Adult,25–34,Katharina12@gmailcom,@Katharina1,Gauteng,Trace TV,2016/03/01 13:13,2025-09-15 00:00:39,0,0,39,2016-03-01,2025-09-21 13:13:00,March,Tuesday,Weekday,Afternoon,Active
832021,Katharina Condie,female,black,32,Young Adult,25–34,Katharina12@gmailcom,@Katharina1,Gauteng,Cartoon Network,2016/03/01 13:11,2025-09-15 00:00:14,0,0,14,2016-03-01,2025-09-21 13:11:00,March,Tuesday,Weekday,Afternoon,Active
820695,Hyman Curran,male,black,33,Young Adult,25–34,Hyman83@mailcom,@Hyman8,Gauteng,ICC Cricket World Cup 2011,2016/03/03 09:58,2025-09-15 00:04:42,0,4,42,2016-03-03,2025-09-21 09:58:00,March,Thursday,Weekday,Morning,Active
820695,Hyman Curran,male,black,33,Young Adult,25–34,Hyman83@mailcom,@Hyman8,Gauteng,Supersport Live Events,2016/03/07 19:45,2025-09-15 00:00:00,0,0,0,2016-03-07,2025-09-21 19:45:00,March,Monday,Weekday,Evening,Active
939925,Bernardo Nicholls,male,indian_asian,26,Young Adult,25–34,Bernardo321@yahoocom,@Bernardo32,Gauteng,ICC Cricket World Cup 2011,2016/03/29 11:20,2025-09-15 00:16:18,0,16,18,2016-03-29,2025-09-21 11:20:00,March,Tuesday,Weekday,Morning,Active
939925,Bernardo Nicholls,male,indian_asian,26,Young Adult,25–34,Bernardo321@yahoocom,@Bernardo32,Gauteng,Trace TV,2016/03/29 18:36,2025-09-15 00:01:36,0,1,36,2016-03-29,2025-09-21 18:36:00,March,Tuesday,Weekday,Evening,Active
788942,Royal Sytsma,male,coloured,32,Young Adult,25–34,Royal171@yahoocom,@Royal17,Western Cape,Boomerang,2016/02/11 04:31,2025-09-15 00:00:33,0,0,33,2016-02-11,2025-09-21 04:31:00,February,Thursday,Weekday,Night,Active
2368852,Filiberto Slane,male,black,35,Adult,35–44,Filiberto43@mailcom,@Filiberto4,Mpumalanga,Boomerang,2016/02/19 15:46,2025-09-15 00:00:43,0,0,43,2016-02-19,2025-09-21 15:46:00,February,Friday,Weekday,Afternoon,Active
2368852,Filiberto Slane,male,black,35,Adult,35–44,Filiberto43@mailcom,@Filiberto4,Mpumalanga,Channel O,2016/01/01 19:20,2025-09-15 00:03:27,0,3,27,2016-01-01,2025-09-21 19:20:00,January,Friday,Weekday,Evening,Active
2368852,Filiberto Slane,male,black,35,Adult,35–44,Filiberto43@mailcom,@Filiberto4,Mpumalanga,Cartoon Network,2016/01/01 01:39,2025-09-15 00:00:00,0,0,0,2016-01-01,2025-09-21 01:39:00,January,Friday,Weekday,Night,Active
2368852,Filiberto Slane,male,black,35,Adult,35–44,Filiberto43@mailcom,@Filiberto4,Mpumalanga,Trace TV,2016/01/03 20:02,2025-09-15 00:03:27,0,3,27,2016-01-03,2025-09-21 20:02:00,January,Sunday,Weekend,Evening,Active
2368852,Filiberto Slane,male,black,35,Adult,35–44,Filiberto43@mailcom,@Filiberto4,Mpumalanga,CNN,2016/01/04 10:06,2025-09-15 00:00:44,0,0,44,2016-01-04,2025-09-21 10:06:00,January,Monday,Weekday,Morning,Active
2368852,Filiberto Slane,male,black,35,Adult,35–44,Filiberto43@mailcom,@Filiberto4,Mpumalanga,Africa Magic,2016/01/03 04:23,2025-09-15 00:00:00,0,0,0,2016-01-03,2025-09-21 04:23:00,January,Sunday,Weekend,Night,Active
2368852,Filiberto Slane,male,black,35,Adult,35–44,Filiberto43@mailcom,@Filiberto4,Mpumalanga,Boomerang,2016/01/15 13:34,2025-09-15 00:01:25,0,1,25,2016-01-15,2025-09-21 13:34:00,January,Friday,Weekday,Afternoon,Active
2368852,Filiberto Slane,male,black,35,Adult,35–44,Filiberto43@mailcom,@Filiberto4,Mpumalanga,Africa Magic,2016/01/07 03:53,2025-09-15 00:00:00,0,0,0,2016-01-07,2025-09-21 03:53:00,January,Thursday,Weekday,Night,Active
2368852,Filiberto Slane,male,black,35,Adult,35–44,Filiberto43@mailcom,@Filiberto4,Mpumalanga,Cartoon Network,2016/02/01 14:39,2025-09-15 00:11:11,0,11,11,2016-02-01,2025-09-21 14:39:00,February,Monday,Weekday,Afternoon,Active
2368852,Filiberto Slane,male,black,35,Adult,35–44,Filiberto43@mailcom,@Filiberto4,Mpumalanga,Vuzu,2016/01/03 21:20,2025-09-15 00:00:13,0,0,13,2016-01-03,2025-09-21 21:20:00,January,Sunday,Weekend,Night,Active
2368852,Filiberto Slane,male,black,35,Adult,35–44,Filiberto43@mailcom,@Filiberto4,Mpumalanga,Channel O,2016/01/21 20:26,2025-09-15 00:14:33,0,14,33,2016-01-21,2025-09-21 20:26:00,January,Thursday,Weekday,Evening,Active
2368852,Filiberto Slane,male,black,35,Adult,35–44,Filiberto43@mailcom,@Filiberto4,Mpumalanga,Africa Magic,2016/02/01 11:39,2025-09-15 00:08:03,0,8,3,2016-02-01,2025-09-21 11:39:00,February,Monday,Weekday,Morning,Active
2368852,Filiberto Slane,male,black,35,Adult,35–44,Filiberto43@mailcom,@Filiberto4,Mpumalanga,Vuzu,2016/01/15 18:55,2025-09-15 00:01:40,0,1,40,2016-01-15,2025-09-21 18:55:00,January,Friday,Weekday,Evening,Active
2368852,Filiberto Slane,male,black,35,Adult,35–44,Filiberto43@mailcom,@Filiberto4,Mpumalanga,MK,2016/03/23 06:07,2025-09-15 00:00:15,0,0,15,2016-03-23,2025-09-21 06:07:00,March,Wednesday,Weekday,Morning,Active
